source	name	metadata	method	ingredients	cooklang
data/bronze/bonmot/mushroom-soup-GPB.cook.source	mushroom-soup-GPB.cook		Heat the vegetable oil and 4tbsp of the butter in a large, heavy-bottomed pan.  Add the onion and mushroom stems and sliced caps.  Fry for	1 lb white or other button  mushrooms,2  Portobello Caps,2 tbsp  vegetable oil,6 tbsp  butter,1 large white, chopped  onion,2 tbsp  flour,3 cups, salt reduced  chicken stock,some  dried basil,some  salt,some  pepper,1½ cups  5 percent cream,1½ cups  whole milk,2 tbsp  dry sherry,some  fresh basil leaves	"Separate the caps of the @mushrooms{1 lb white or other button} from the stems; slice/dice 2/3 of the @Portobello Caps{2} and all the stems—don’t need to slice too finely, because this will be blended.  Set aside the other 1/3 of the button mushroom caps, leaving whole for the moment.
Heat the @vegetable oil{2 tbsp} and 4tbsp of the @butter{6 tbsp} in a large, heavy-bottomed pan.  Add the @onion{1 large white, chopped} and mushroom stems and sliced caps.  Fry for ~{2 or 3 minutes}, stirring frequently.  
Cover the pan; sweat mushrooms over low heat for ~{7 minutes}, stirring occasionally.
Turn up the heat to medium; stir in the @flour{2 tbsp} and cook for a minute or two.
Gradually add the @chicken stock{3 cups, salt reduced}, to make a thin, smooth sauce.
Add the @dried basil{}, just a pinch, and the @salt{} and @pepper{}.
Bring to a boil; lower the heat and simmer for ~{at least two hours}; the longer you simmer the soup, the richer it will be.  
Remove from heat and purée in blender until relatively smooth.
Put the soup back on simmer for another ~{two or three hours} before you wish to serve it, leaving the cover off and reheating it slowly.  This will make the soup richer still.
Add @5 percent cream{1½ cups} and @whole milk{1½ cups} until the soup seems a good consistency.  Simmer.
Melt the rest of the butter (i.e., 3 tbsp) in a frying pan.  Slice the remaining mushroom caps in two or three; you want these mushrooms for texture, so bigger is better.
Add the @dry sherry{2 tbsp}; it is a nice addition to the soup, but it is easy to add too much.
If you think the soup is too thick, you can dilute it with more cream or with some dry white wine.
Heat.
Adjust salt and pepper if necessary.  
Place soup in bowls; add fried mushrooms to each bowl; garnish with @fresh basil leaves{}.
Serve with white roll, baguette, or Italian bread."
data/bronze/bonmot/baked-beans-pressure-cooker.cook.source	baked-beans-pressure-cooker.cook		cooker / Instant Pot and 2L water, or twice as much water as beans  and cook according to the type of bean. The times shown are for a traditional pressure cooker; add 5 minutes for Instant Pot..<b>Test for doneness:</b> <i>Before draining the beans, check that they are soft: pick up a bean with a metal spoon and blow on it.  Its skin should blister and it should be soft enough to crush against the roof of your mouth with your tongue.  If not, do not proceed, cook another	1 lb  beans,1 tsp  oil,1 tbl  salt,1 tsp  ground black pepper,¼ - ½ cup  molasses	"To soften the beans: put @beans{1 lb} and @oil{1 tsp} (to reduce foaming) in the #pressure cooker / Instant Pot{} and 2L water, or twice as much water as beans  and cook according to the type of bean. The times shown are for a traditional pressure cooker; add 5 minutes for Instant Pot.
<b>Test for doneness:</b> <i>Before draining the beans, check that they are soft: pick up a bean with a metal spoon and blow on it.  Its skin should blister and it should be soft enough to crush against the roof of your mouth with your tongue.  If not, do not proceed, cook another ~{5 minutes} and test again.</i>

While the beans are cooking, look at ""Possible additions"" and cook the bacon or salt pork if you're using it, and chop but don't cook, onions, wieners, ham.  Of that list, different recipes call for varying quantities. The original recipe calls for 1 cup molasses which seems excessive.

If you did not pay attention the ""test for done-ness"" step, go back and do it.  After you add the molasses, the beans will not, repeat <i>not</i> soften any more.

Handle the soft beans gently because you want each one to stay perfect. Gently drain and return to cooker.  Add @salt{1 tbl}, @ground black pepper{1 tsp}, and @molasses{¼ - ½ cup}, and ""possible additions."" 

Use the hot water to rinse the measuring cup & scraper into the pot, and just barely cover with hot water.
Mix very gently.
Then cook for ~{45 minutes} (Instant Pot: ~{50 minutes}); let pressure drop by itself. Oven: 200°F for ~{6 hours}"
data/bronze/bonmot/gazpacho.cook.source	gazpacho.cook		until coarsely chopped. Having lumps and chunks is good. Dump in . bowl..Put something hot in the Cuisinart bowl, cumin, pepper and salt, balsamic, white vinegar, chicken soup concentrate, and tomatoes and pulse until coarse, dump in big bowl..Same with canned tomatoes.  .Rinse the tomato can & Cuisinart bowl with maybe 2 cups total of water, add to the big bowl..Mix & chill for an hour or so..Serve with a dollop of sour cream	optional, 2 stalks  celery,4 cloves  garlic,0.5  spanish onion,4  green or egyptian onions,1  english cucumber,1  green pepper,some  something hot,1/2 tsp  cumin,1 tsp  pepper,1/2 tsp  salt,3 tbl  balsamic,3 tbl  white vinegar,a couple tbl  chicken soup concentrate,4  tomatoes,28 oz / 0.75L can  canned tomatoes,some  sour cream	"Pulse @celery{optional, 2 stalks}, @garlic{4 cloves}, @spanish onion{1/2}, @green or egyptian onions{4}, @english cucumber{1} and @green pepper{1} in the #Cuisinart{} until coarsely chopped. Having lumps and chunks is good. Dump in #big bowl{}.
Put @something hot{} in the Cuisinart bowl, @cumin{1/2 tsp}, @pepper{1 tsp} and @salt{1/2 tsp}, @balsamic{3 tbl}, @white vinegar{3 tbl}, @chicken soup concentrate{a couple tbl}, and @tomatoes{4} and pulse until coarse, dump in big bowl.
Same with @canned tomatoes{28 oz / 0.75L can}.  
Rinse the tomato can & Cuisinart bowl with maybe 2 cups total of water, add to the big bowl.
Mix & chill for an hour or so.
Serve with a dollop of @sour cream{}."
data/bronze/bonmot/naan-bread.cook.source	naan-bread.cook		bowl, dissolve yeast in warm water. Let stand about	1 pkg/tbl  yeast,1 cup  warm water,1/4 cup  white sugar,3 tbl  milk,1  egg,2 tsp  salt,41/2 cups  bread flour,some  oil,2 teaspoons  minced garlic (optional)	"In a #large bowl{}, dissolve @yeast{1 pkg/tbl} in @warm water{1 cup}. Let stand about ~{10 minutes}, until frothy. 
Stir in @white sugar{1/4 cup}, @milk{3 tbl}, beaten @egg{1}, @salt{2 tsp}, and enough @bread flour{41/2 cups} to make a soft dough. 
Knead for ~{6 to 8 minutes} on a lightly floured surface, or until smooth. 
Place dough in a well @oil{}ed bowl, cover with a #damp cloth{}, and set aside to rise. 
Let it rise until the dough has doubled in volume, ~{about 1 hour}.

Punch down dough, and knead in @minced garlic (optional){2 teaspoons}. 
Pinch off small handfuls of dough about the size of a golf ball. 
Knead a couple of times to make a smooth ball, then roll with the rolling pin into a slipper shape. 
Let rest about ~{15 minutes} and preheat grill or waffle iron.

Lightly oil grill. 
Place dough on grill, brush top side with butter, and cook for ~{3-5 minutes}, or until puffy and unevenly browned. 
Turn over and brush cooked side with butter and cook for a little less time, until unevenly browned.
Continue the process until all the naan has been prepared."
data/bronze/bonmot/hummus.cook.source	hummus.cook		Finely mince garlic in the . processor.Add chickpeas & remaining ingredients except oil, + 1/4 cup of the chickpea can liquid..Process for a	1 16oz can  chickpeas / garbanzo beans,4 cloves, peeled  garlic,1-2 tbl  olive oil,some  parsley	"Drain @chickpeas / garbanzo beans{1 16oz can} reserving the liquid. 
Finely mince @garlic{4 cloves, peeled} in the #food processor{}
Add chickpeas & remaining ingredients except oil, + 1/4 cup of the chickpea can liquid.
Process for a ~{couple of minutes} until smooth. Add more can liquid if it's too thick.
Place in serving bowl and make it beautiful!  Paul says, ""Presentation is <i>everything</i>."" Sculpt waves in the surface, create a shallow well in the center, fill it with @olive oil{1-2 tbl} and garnish with @parsley{} (optional)"
data/bronze/bonmot/spiced-rum-banana-jam.cook.source	spiced-rum-banana-jam.cook		Use a . pot with an inch of water in the bottom at a simmer, just lay the mason jars in there on their side. When it's time to use them, fish out with tongs..Combine white sugar, molasses, water and lime juice.boil to 220F on the . thermometer.Coarsley mash borderline-rotten bananas.add cinnamon 1/2 tsp, ginger, allspice  cloves and bananas, .simmer slowly to 220F, stirring	3c  white sugar,1 c  molasses,1 c  water,1/3c, 2-3 real limes  lime juice,10  borderline-rotten bananas,1 tsp  cinnamon,1/2 tsp  ginger,1/4 tsp  allspice,1/8 tsp  cloves,3/4 c  rum,2 tsp  vanilla extract,1 pkg  liquid pectin	"Sterilize #jars{6 x 250mL}. Use a #stock pot{} with an inch of water in the bottom at a simmer, just lay the mason jars in there on their side. When it's time to use them, fish out with tongs.
Combine @white sugar{ 3c}, @molasses{1 c}, @water{1 c} and @lime juice{1/3c, 2-3 real limes}
boil to 220F on the #candy thermometer{}
Coarsley mash @borderline-rotten bananas{10}
add @cinnamon{1 tsp} 1/2 tsp, @ginger{1/2 tsp}, @allspice{1/4 tsp}  @cloves{1/8 tsp} and bananas, 
simmer slowly to 220F, stirring ~{every minute or so}.  This will take a long time as the bananas release water and cook down. 
add 1/2 cup of the @rum{3/4 c} and @vanilla extract{2 tsp}, cook to 220F again
remove from heat, add remaining 1/4c rum, then add @liquid pectin{1 pkg}. 
Let cool for ~{a couple minutes}, then transfer to jars."
data/bronze/bonmot/pesto.cook.source	pesto.cook		if necessary. Dump the grated cheese in a bowl or the cutting board..Tear leafs off basil and save the stems..Put stems and garlic into the Cuisinart bowl and chop fine - like	1/2 c  parmesan,1/4 c  romano,about 2 c leafs  basil,3 cloves  garlic,1/2 c  pine nuts,1/2 c  EVOO	"Grate the @parmesan{1/2 c} and @romano{1/4 c} in the #Cuisinart{} if necessary. Dump the grated cheese in a bowl or the cutting board.
Tear leafs off @basil{about 2 c leafs} and save the stems.
Put stems and @garlic{3 cloves} into the Cuisinart bowl and chop fine - like ~{5 seconds}
Add @pine nuts{1/2 c} and chop fine, another ~{5 seconds}
Add @EVOO{1/2 c} and cheeses and process about ~{10 seconds}.
Freeze in #muffin tin{} and then transfer to a zip loc bag."
data/bronze/bonmot/blueberry-coffee-cake.cook.source	blueberry-coffee-cake.cook		to 350°. Melt butter. Grease . pan..Combine flour, sugar, baking powder and baking soda in a . bowl..Blend eggs, milk, butter and lemon juice in . bowl..Add liquid mixture to flour mixture. Mix well..Pour into the pan. .Sprinkle blueberries over top of batter.Sprinkle Crumble Topping over top	1/2 c  butter,2 c  flour,1/2 c  sugar,1 tsp  baking powder,1/2 tsp  baking soda,2  eggs,1 c  milk,2 tbl  lemon juice,2 c  blueberries	"Preheat #oven{} to 350°. Melt @butter{1/2 c}. Grease #9x13 pan{}.
Combine @flour{2 c}, @sugar{1/2 c}, @baking powder{1 tsp} and @baking soda{1/2 tsp} in a #large bowl{}.
Blend @eggs{2}, @milk{1 c}, butter and @lemon juice{2 tbl} in #another bowl{}.
Add liquid mixture to flour mixture. Mix well.
Pour into the pan. 
Sprinkle @blueberries{2 c} over top of batter
Sprinkle Crumble Topping over top"
data/bronze/bonmot/pancakes_250g.cook.source	pancakes_250g.cook		to medium-hot.. sugar/sweetener and cornmeal in a . bowl.In a . size bowl, whisk egg until foamy, then whisk in baking powder, milk, vanilla and butter..Add dry ingredients, the starter, and whisk just until it's all mixed. Do not over-stir. .Use the . cup ladle for each cake. If the batter is thick the holes won't come through so you will have to peek underneath to check for done-ness. .While the pancakes are cooking, refresh your starter for tomorrow	2 tbl  butter,2 tbl  sugar/sweetener,1/4 c  cornmeal,1  egg,1/8 tsp  baking powder,2 tbl  milk,1/2 tsp  vanilla,some  the starter	"Start melting @butter{2 tbl} and warming up the #skillet{} to medium-hot.
#Whisk{} @sugar/sweetener{2 tbl} and @cornmeal{1/4 c} in a #small bowl{}
In a #medium size bowl{}, whisk @egg{1} until foamy, then whisk in @baking powder{1/8 tsp}, @milk{2 tbl}, @vanilla{1/2 tsp} and butter.
Add dry ingredients, @the starter{}, and whisk just until it's all mixed. Do not over-stir. 
Use the #1/4 cup ladle{} for each cake. If the batter is thick the holes won't come through so you will have to peek underneath to check for done-ness. 
While the pancakes are cooking, refresh your starter for tomorrow."
data/bronze/bonmot/potato-salad.cook.source	potato-salad.cook		"saucepan. Fish out eggs after 10 minutes of boiling, cook potatoes 25-30 minutes, until tender. .In a . bowl whisk sugar, flour, dry mustard, and 3/4 tsp salt.  Whisk in egg yolks and milk..Microwave 1 minute, whisk, then alternate 30 seconds of microwave and whisk until thickened. Do not boil..Whisk in vinegar and butter or margarine..Drain potatoes, cool until you can handle them, peel and cut into rough 3/4"" chunks into a . bowl..Chop 3 of the hardboiled eggs into big chunks and add to bowl..Add frozen peas, celery, green onion, 11/2 tsp salt, and 1/8 tsp pepper..Add the dressing and gently fold so as to not mash the potatoes & eggs..Cover with egg slices, parsley, and paprika.Chill"	6  eggs,3 lb  potatoes,1 tbl  sugar,2 tsp  flour,11/2 tsp  dry mustard,some  salt,3  egg yolks,3/4 c  milk,1/4 c  vinegar,3 tbl  butter or margarine,1/2 c  frozen peas,1 c chopped  celery,4, sliced  green onion,some  pepper,some  parsley,some  paprika	"Boil @eggs{6} and @potatoes{3 lb} in a covered #big saucepan{}. Fish out eggs after 10 minutes of boiling, cook potatoes 25-30 minutes, until tender. 
In a #microwavable bowl{} whisk @sugar{1 tbl}, @flour{2 tsp}, @dry mustard{11/2 tsp}, and 3/4 tsp @salt{}.  Whisk in @egg yolks{3} and @milk{3/4 c}.
Microwave 1 minute, whisk, then alternate 30 seconds of microwave and whisk until thickened. Do not boil.
Whisk in @vinegar{1/4 c} and @butter or margarine{3 tbl}.
Drain potatoes, cool until you can handle them, peel and cut into rough 3/4"" chunks into a #large bowl{}.
Chop 3 of the hardboiled eggs into big chunks and add to bowl.
Add @frozen peas{1/2 c}, @celery{1 c chopped}, @green onion{4, sliced}, 11/2 tsp salt, and 1/8 tsp @pepper{}.
Add the dressing and gently fold so as to not mash the potatoes & eggs.
Cover with egg slices, @parsley{}, and @paprika{}
Chill."
data/bronze/bonmot/Boiled_Mayonnaise.cook.source	Boiled_Mayonnaise.cook		Whisk in the sugar..Add the flour, dry mustard, salt & pepper to taste..Add the homogenized milk or 5&percnt; cream and the vinegar..Stirring fairly constantly, cook over medium heat in a . boiler (or very thick-bottomed pan) until thickened..Remove from heat and stir in the butter..Check the sweetness and the seasoning. Adjust if necessary..Cool, store in a . jar, and refrigerate	1  egg,3/4 c  sugar,1 tbsp  flour,2 tsp  dry mustard,some  salt & pepper,3/4 cup  homogenized milk or 5&percnt; cream,1/2 cup  vinegar,2 tbsp  butter	"Beat the @egg{1} well.
Whisk in the @sugar{3/4 c}.
Add the @flour{1 tbsp}, @dry mustard{2 tsp}, @salt & pepper{} to taste.
Add the @homogenized milk or 5&percnt; cream{3/4 cup} and the @vinegar{1/2 cup}.
Stirring fairly constantly, cook over medium heat in a #double boiler (or very thick-bottomed pan){} until thickened.
Remove from heat and stir in the @butter{2 tbsp}.
Check the sweetness and the seasoning. Adjust if necessary.
Cool, store in a #covered jar{}, and refrigerate."
data/bronze/bonmot/bocca_di_dama.cook.source	bocca_di_dama.cook		"Line the bottom of a . springform pan or two 7"" pans with . or wax paper. .Separate eggs into two . mixing bowls. .Using a . mixer, beat the whites on medium speed for about"	7  eggs,2 cups  almond flour,1¼ cups  granulated sugar,2  egg whites,1/2 tsp  vanilla,about ¼ cup  sliced almonds,⅔ cup  confectioners’ sugar,2  egg whites	"Preheat the oven to 350°F.
Line the bottom of a #10-inch springform pan or two 7"" pans{} with #parchment or wax paper{}. 
Separate @eggs{7} into two #large mixing bowls{2}. 
Using a #handheld mixer{}, beat the whites on medium speed for about ~{5 minutes}, until stiff peaks form. You do not need to wash the beaters after.
To the egg yolk bowl, add @almond flour{2 cups}, @granulated sugar{1¼ cups}, two more @egg whites{2}, and @vanilla{1/2 tsp} and beat with the mixer on medium speed, about another ~{5 minutes}.
Using a rubber spatula, gently fold the beaten egg whites into the almond mixture until just combined, then scrape the batter into the prepared pan(s).

Bake a single cake for about ~{35 minutes}, two pans for 30, until golden; a wooden skewer inserted into the center should come out clean. If the top of the cake starts to brown too fast, cover it loosely with foil.
Let the cake(s) cool in the pan for 10 minutes. Run a knife around the edge of the pan and gently remove the springform ring. Let cool completely. If it's in two pans, remove from pans and let cool upside down.
In a small skillet, toast the @sliced almonds{about ¼ cup} over medium heat for ~{2 to 3 minutes}, until just browned. Remove from the heat and let cool. 
Flip over and remove parchment / wax paper, transfer the cake, or 1 layer, to the cake plate.
In a large clean metal bowl, using a handheld mixer, whip the @confectioners’ sugar{⅔ cup} with the @egg whites{2} on high speed to make a light, glossy icing.
Preheat the broiler (or use a kitchen torch).
If you have two cakes, put icing, jam, peaches etc between, put second one on top, cover with the icing, then sprinkle the sliced almonds on top. 
Optional: Place the cake under the broiler for 3 to 5 minutes, until the top of the cake is golden (or use the kitchen torch). Let cool.
Release from the bottom of the springform pan and peel off the parchment paper, then transfer to a serving plate."
data/bronze/bonmot/mushroom-soup-hungarian.cook.source	mushroom-soup-hungarian.cook		soup pot, add chopped onions and sliced mushrooms and cook until soft, about .Add the chicken broth, wine, dill, fresh thyme, paprika and low sodium soy sauce. Scrape the browning off the bottom of the pot with the spoon / deglaze. Simmer for about	6 tbl  butter,2  onions,32 oz  mushrooms,4 c  chicken broth,1 c  wine,3 tsp  dill,3 tsp chopped  fresh thyme,4 tsp  paprika,4 tbl  low sodium soy sauce,2 c  half'n'half or milk,5 tbl  flour,1/2 c  sour cream,4 tbl  lemon juice,some  salt,some  pepper	"Melt the @butter{6 tbl}, in a #large soup pot{}, add chopped @onions{2} and sliced @mushrooms{32 oz} and cook until soft, about ~{15 minutes}.
Add the @chicken broth{4 c}, @wine{1 c}, @dill{3 tsp}, @fresh thyme{3 tsp chopped}, @paprika{4 tsp} and @low sodium soy sauce{4 tbl}. Scrape the browning off the bottom of the pot with the spoon / deglaze. Simmer for about ~{10 minutes} to reduce it a bit.
In a #small bowl{}, #whisk{} the @half'n'half or milk{2 c} and @flour{5 tbl} until smooth. Whisk the mixture into the soup and cook about ~{10 minutes}.
Reduce the heat and add the @sour cream{1/2 c} and @lemon juice{4 tbl}. Season with @salt{} and @pepper{}, to taste. 
Heat through."
data/bronze/bonmot/wendys_chili.cook.source	wendys_chili.cook		skillet, brown the ground beef.  Drain off the fat. .Put the beef and the remaining ingredients in a . pot..Cover the pot and let the chili simmer for 1 to 11/2 hours, stirring every 15 minutes	2 pounds  ground beef	"In a #large skillet{}, brown the @ground beef{2 pounds}.  Drain off the fat. 
Put the beef and the remaining ingredients in a #6-quart pot{}.
Cover the pot and let the chili simmer for 1 to 11/2 hours, stirring every 15 minutes."
data/bronze/bonmot/pistacio_lush.cook.source	pistacio_lush.cook		baking dish using the bottom of a . cup. Refrigerate for .In a . bowl, beat softened cream cheese until fluffy. .Add in 2 tbl of the milk and the sugar. Mix well..Fold a third of the Cool Whip into the cream cheese mixture, and spread over the top of the crust. Refrigerate .While cream cheese is setting, add both boxes of instant pistachio pudding mix and 23/4 cups of milk to a bowl.Whisk until it begins to thicken. Refrigerate .Spread pudding mixture over the top of the cream cheese layer. Refrigerate for .While it's chilling, make chocolate syrup (below.).Spread remaining 8 ounces of Cool Whip over the top of the pudding layer..Draw lines of chocolate syrup across the top. Run a knife down the top in the opposite direction of the syrup lines, about an inch or so apart. .Sprinkle with crushed pistachios / walnuts..Refrigerate for at least	1/2 c + 1 tbl  butter,21/2 cups / 2 sleeves  graham cracker crumbs,8 oz  cream cheese,23/4 c + 2 tbl  milk,1/4 c  sugar,1 tub  Cool Whip,2 boxes  instant pistachio pudding mix,1/2 c  crushed pistachios / walnuts,1 c  powdered sugar,2 tbl  unsweetened cocoa powder,some  warm water	"Melt 1/2 c @butter{1/2 c + 1 tbl} and cool slightly; combine @graham cracker crumbs{21/2 cups / 2 sleeves} until thoroughly mixed and press into a #13x9 baking dish{} using the bottom of a #measuring cup{}. Refrigerate for ~{10 minutes}.
In a #medium bowl{}, beat softened @cream cheese{8 oz} until fluffy. 
Add in 2 tbl of the @milk{23/4 c + 2 tbl} and the @sugar{1/4 c}. Mix well.
Fold a third of the @Cool Whip{1 tub} into the cream cheese mixture, and spread over the top of the crust. Refrigerate ~{10 minutes}.
While cream cheese is setting, add both boxes of @instant pistachio pudding mix{2 boxes} and 23/4 cups of milk to a bowl.Whisk until it begins to thicken. Refrigerate ~{5 minutes}.
Spread pudding mixture over the top of the cream cheese layer. Refrigerate for ~{30 minutes}.
While it's chilling, make chocolate syrup (below.)
Spread remaining 8 ounces of Cool Whip over the top of the pudding layer.
Draw lines of chocolate syrup across the top. Run a knife down the top in the opposite direction of the syrup lines, about an inch or so apart. 
Sprinkle with @crushed pistachios / walnuts{1/2 c}.
Refrigerate for at least ~{2 hours} to let everything firm up. Overnight is even better.

To make the chocolate drizzle: Use a #mesh strainer{} to sift @powdered sugar{1 c} into the large bowl, eliminating any lumps.
Sift the @unsweetened cocoa powder{2 tbl} into the bowl and mix together.
Add the remaining 1 tbl softened butter and stir together.
Add 11/2 to 2 tbl @warm water{}, 1/2 tbl at a time, until the drizzle is thick but just barely still pours."
data/bronze/bonmot/celery_soup.cook.source	celery_soup.cook		Add to a . pot with butter vegetable oil cook until vegetables are soft, .Set aside a fifth of the cooked vegetables..Blend the rest with a . processor or hand blenderuntil smooth. .Add the un-blended vegetables back in and pulse to chop, so the soup has chunks.Add kosher salt and chicken stock and heat through.Season with summer savory, white pepper, fresh whole milk or cream, salt & pepper..Garnish with sour cream and/or fresh parsley	1 whole head  celery,3 medium  potatoes,1 medium  white onion,1/2 head  fennel,1/4 cup  butter,2 tbl  vegetable oil,1 tsp  kosher salt,2 cups  chicken stock,1/2 tsp  summer savory,1/8 tsp  white pepper,some  fresh whole milk or cream,some  salt & pepper,some  sour cream,some  fresh parsley	"Chop, including leaves, @celery{1 whole head}, @potatoes{3 medium}, @white onion{1 medium}, @fennel{1/2 head}
Add to a #soup pot{} with @butter{1/4 cup} @vegetable oil{2 tbl} cook until vegetables are soft, ~{about 10 to 15 minutes}.
Set aside a fifth of the cooked vegetables.
Blend the rest with a #food processor or hand blender{}until smooth. 
Add the un-blended vegetables back in and pulse to chop, so the soup has chunks
Add @kosher salt{1 tsp} and @chicken stock{2 cups} and heat through
Season with @summer savory{1/2 tsp}, @white pepper{1/8 tsp}, @fresh whole milk or cream{}, @salt & pepper{}.
Garnish with @sour cream{} and/or @fresh parsley{}."
data/bronze/bonmot/hot-pepper-freezer-jelly.cook.source	hot-pepper-freezer-jelly.cook		"bowl. Which peppers you use, and how much of them, is entirely up to you so you probably want to keep records. .Cut red bell pepper into 1"" chunks and put in bowl..Pulse, the peppers to chop them. Do not puree!!.Pit, do not skin, & cut up fresh peach into 1"" chunks.Add 4 slices of canned peaches to the bowl and pulse again to chop..Add apple cider vinegar to peach/pepper mixture  and pulse to mix..Put in a bowl with granulated sugar.Let the pepper, peach, vinegar & sugar mixture stand for .Meanwhile, combine sugar free freezer jam pectin and water, bring to the boil over medium heat, boil .Gradually stir cooked pectin into pepper mixture, stirring for .Using a . funnel pour pepper mixture into the hot jars..Screw the lids on tightly. Let stand at room temperature 24 hours to fully set up. Serve immediately or refrigerate up to 1 month or freeze up to 1 year"	some  hot peppers,1  red bell pepper,1  fresh peach,some  canned peaches,3/4 cup  apple cider vinegar,5 cups  granulated sugar,some  sugar free freezer jam pectin,3/4 cup  water	"Pull stems off, leave membrane & seeds, of @hot peppers{} and place in #Cuisinart{} bowl. Which peppers you use, and how much of them, is entirely up to you so you probably want to keep records. 

Cut @red bell pepper{1} into 1"" chunks and put in bowl.

Pulse, the peppers to chop them. Do not puree!!

Pit, do not skin, & cut up @fresh peach{1} into 1"" chunks

Add 4 slices of @canned peaches{} to the bowl and pulse again to chop.

Add @apple cider vinegar{3/4 cup} to peach/pepper mixture  and pulse to mix.

Put in a bowl with @granulated sugar{5 cups}

Let the pepper, peach, vinegar & sugar mixture stand for ~{10 minutes}.

Meanwhile, combine @sugar free freezer jam pectin{} and @water{3/4 cup}, bring to the boil over medium heat, boil ~{2 minutes}.


Gradually stir cooked pectin into pepper mixture, stirring for ~{3 minutes}.

Using a #canning funnel{} pour pepper mixture into the hot jars.

Screw the lids on tightly. Let stand at room temperature 24 hours to fully set up. Serve immediately or refrigerate up to 1 month or freeze up to 1 year."
data/bronze/bonmot/chorizo-sausage.cook.source	chorizo-sausage.cook		Add to Ground pork and mix well. .Cook as you  would ground beef but on lower heat to avoid burning the spices	2 tb  Tequila,1 tb  White or rice vinegar,1 lb  Ground pork	"Combine herbs and spices, @Tequila{2 tb} and @White or rice vinegar{1 tb}. 
Add to @Ground pork{1 lb} and mix well. 
Cook as you  would ground beef but on lower heat to avoid burning the spices."
data/bronze/bonmot/rhubarb-mousse.cook.source	rhubarb-mousse.cook		"Wash the rhubarb and cut 2"" pieces (don't peel) .Place in a . saucepan with a little water. .Steam; time"	1 pkg  gelatine,1/4 c  cold water,6c  rhubarb,equivalent of 1c sugar  sweetener or sugar	"Soften @gelatine{1 pkg} in @cold water{1/4 c}
Wash the @rhubarb{6c} and cut 2"" pieces (don't peel) 
Place in a #tight-lidded saucepan{} with a little water. 
Steam; time ~{6 minutes} after steam begins escaping from pan (for frozen, steam ~{3 minutes}.)

Set up a #colander or sieve{} with #cheesecloth{} to collect the liquid from the 'barb stew. 
Drain for about ~{10 minutes} - you can stir it in the sieve a bit but don't press it out, it's unproductive and makes the juice muddy. You'll end up with 1.5 - 2c juice. The gelatine will set 2c liquid.

Add softened gelatine to hot juice and stir until completely dissolved, ~{5 minutes} sort of thing. 
Add @sweetener or sugar{equivalent of 1c sugar} to taste
Chill until consistency of unbeaten egg whites. 
Whip -- I used the #Cuisinart{} but a Mixmaster should work at least as well. 
Mousse will whip up to 2-3x volume of liquid. 
Chill in a bowl or moulds until set. 
As a palate cleanser, serve with a mint leaf, as a dessert, maybe whipped cream."
data/bronze/bonmot/victoria-sponge-cake.cook.source	victoria-sponge-cake.cook		Preheat oven to 350°F.With the . on medium, beat the butter, eggs, sugar & milk until fluffy..Cut . or wax paper circles for the bottom of the . pans, grease the cake side of the parchment and the sides of the pans..Sift the flour, baking powder and salt together into the mixmaster bowl.Mix on low for about .Pour half the mixture into each tin and make roughly level with the rubber scraper..Bake until golden and risen, about	200g  butter,5  eggs,200g  sugar,2tbl  milk,200g  flour,1 1/2 tsp  baking powder,1/2 tsp  salt,1/2 jar, about 100mL  jam,some  icing sugar	"Bring the butter and eggs to room temperature. This is important.
Preheat oven to 350°F
With the #Mixmaster{} on medium, beat the @butter{200g}, @eggs{5}, @sugar{200g} & @milk{2tbl} until fluffy.
Cut #parchment or wax paper{} circles for the bottom of the #cake pans{two 8""}, grease the cake side of the parchment and the sides of the pans.
Sift the @flour{200g}, @baking powder{1 1/2 tsp} and @salt{1/2 tsp} together into the mixmaster bowl
Mix on low for about ~{1 minute}.
Pour half the mixture into each tin and make roughly level with the rubber scraper.
Bake until golden and risen, about ~{20 minutes}. Test with a toothpick.
Let the tins sit on a cooking rack ~{10 minutes}, then turn out onto the racks and remove the paper. Allow to cool completely.
Put one cake upside down on the cake plate. Cover with @jam{1/2 jar, about 100mL}, top with the other, sprinkle the top with @icing sugar{}."
data/bronze/bonmot/thai-tamarind-sweet-and-sour-beef.cook.source	thai-tamarind-sweet-and-sour-beef.cook		Once you have everything browned, throw in chilies, cumin and tamarind with some brown sugar and apple cider vinegar. .Season for hotness. .If you need more liquid, soy sauce works. You can add some beef bouillion as well. When everything is mostly cooked, add chopped mango..Serve with rice if you like	1/2 lb  stew beef,3  onions,3  peppers,1 diced  carrot,some  chilies,1 tsp  cumin,4 tbl  tamarind,1/4 c  brown sugar,1/4 c  apple cider vinegar,some  soy sauce,some  beef bouillion,1 c  chopped mango,some  rice	"Start with @stew beef{1/2 lb} cut into chunks and brown it with @onions{3} and @peppers{3} (too bad you can’t buy Costa Rica peppers in Canada). Colours are good. Add @carrot{1 diced}.

Once you have everything browned, throw in @chilies{}, @cumin{1 tsp} and @tamarind{4 tbl} with some @brown sugar{1/4 c} and @apple cider vinegar{1/4 c}. 
Season for hotness. 
If you need more liquid, @soy sauce{} works. You can add some @beef bouillion{} as well. When everything is mostly cooked, add @chopped mango{1 c}.

Serve with @rice{} if you like."
